ua_word,en_word,part_of_speech,level
юстиція,justice,noun,A1
мовити,to,verb,A1
повернути,turn,verb,A1
показувати,point,verb,A1
стабільність,stability,noun,A1
квартира,apartment,noun,A1
становище,condition,noun,A1
хороший,handsome,adjective,A1
відразу,promptly,adverb,A1
чути,hear,verb,A1
близький,close,adjective,A1
згадувати,name,verb,A1
голосувати,vote,verb,A1
обіцяти,promise,verb,A1
одночасно,simultaneously,adverb,A1
лікування,medicine,noun,A1
наголосити,accentuate,verb,A1
обличчя,face,noun,A1
очікувати,wait,verb,A1
ряд,row,noun,A1
приходити,come,verb,A1
зазначати,to,verb,A1
очевидний,apparent,adjective,A1
зберегти,preserve,verb,A1
спільнота,community,noun,A1
розслідування,investigation,noun,A1
скорочення,abbreviation,noun,A1
довести,to,verb,A1
залучення,verbal,noun,A1
нести,bear,verb,A1
купувати,buy,verb,A1
надія,hope,noun,A1
серпень,august,noun,A1
дійти,arrive,verb,A1
перехід,crossing,noun,A1
премія,award,noun,A1
доволі,quite,adverb,A1
співробітник,colleague,noun,A1
враження,impression,noun,A1
сайт,website,noun,A1
десь,somewhere,adverb,A1
готувати,cook,verb,A1
рівний,flat,adjective,A1
численний,numerous,adjective,A1
минуле,past,noun,A1
перевірка,verification,noun,A1
викладач,teacher,noun,A1
глядач,viewer,noun,A1
інфраструктура,infrastructure,noun,A1
їхати,ride,verb,A1
критерій,criterion,noun,A1
передача,broadcast,noun,A1
блок,block,noun,A1
обов'язковий,compulsory,adjective,A1
своєрідний,singular,adjective,A1
стіл,table,noun,A1
дотримання,adherence,noun,A1
масштаб,scale,noun,A1
посадовий,official,adjective,A1
прокурор,prosecutor,noun,A1
цифра,number,noun,A1
відновлення,reconstruction,noun,A1
оренда,rent,noun,A1
слід,trail,noun,A1
інвестиційний,investment,adjective,A1
лютий,february,noun,A1
реалізувати,realize,verb,A1
спілкування,communication,noun,A1
невеликий,small,adjective,A1
освітній,educational,adjective,A1
тариф,tariff,noun,A1
виробник,producer,noun,A1
референдум,referendum,noun,A1
учень,pupil,noun,A1
визначатися,to,verb,A1
імперія,empire,noun,A1
лінія,line,noun,A1
поява,apparition,noun,A1
білий,white,adjective,A1
найбільше,most,adverb,A1
Одеса,odessa,noun,A1
англійський,english,adjective,A1
іще,yet,adverb,A1
лікарня,hospital,noun,A1
відтак,then,adverb,A1
виняток,exception,noun,A1
експорт,the,noun,A1
наявний,present,adjective,A1
актуальний,actual,adjective,A1
сільськогосподарський,agricultural,adjective,A1
виконати,execute,verb,A1
закликати,invoke,verb,A1
хвороба,disease,noun,A1
сім,seven,numeral,A1
строк,time,noun,A1
перейти,pass,verb,A1
взаємодія,interaction,noun,A1
змінювати,change,verb,A1
напрямок,line,noun,A1
розподіл,distribution,noun,A1
жорсткий,hard,adjective,A1
легко,easily,adverb,A1
почути,hear,verb,A1
всеукраїнський,all-ukrainian,adjective,A1
станція,station,noun,A1
пенсіонер,pensioner,noun,A1
розрахунок,calculation,noun,A1
селянин,villager,noun,A1
віра,doctrine,noun,A1
дефіцит,deficit,noun,A1
нафта,oil,noun,A1
схожий,similar,adjective,A1
телебачення,television,noun,A1
ухвалити,to,verb,A1
діяч,doer,noun,A1
доба,day,noun,A1
дух,ghost,noun,A1
системний,systemic,adjective,A1
встановити,set,verb,A1
зацікавлений,interested,adjective,A1
подати,to,verb,A1
реакція,reaction,noun,A1
обов'язково,necessarily,adverb,A1
включати,incorporate,verb,A1
дорогий,dear,adjective,A1
дослідник,researcher,noun,A1
захищати,defend,verb,A1
мінімальний,minimal,adjective,A1
щастя,fortune,noun,A1
транспорт,transportation,noun,A1
віддати,give,verb,A1
фронт,front,noun,A1
висловити,express,verb,A1
керувати,control,verb,A1
суверенітет,sovereignty,noun,A1
контролювати,control,verb,A1
наказ,order,noun,A1
іноді,sometimes,adverb,A1
торік,last,adverb,A1
відділ,division,noun,A1
відділ,faculty,noun,A1
дещо,something,pronoun,A1
інтелектуальний,intellectual,adjective,A1
стільки,so,adverb,A1
гість,visitor,noun,A1
єдність,unity,noun,A1
канал,canal,noun,A1
вивчати,learn,verb,A1
задоволення,pleasure,noun,A1
зразок,pattern,noun,A1
молодь,youth,noun,A1
правильний,regular,adjective,A1
просити,ask,verb,A1
рід,stem,noun,A1
обмін,exchange,noun,A1
підписати,to,verb,A1
відмова,abandonment,noun,A1
кіно,picture,noun,A1
нагадувати,remind,verb,A1
народитися,be,verb,A1
сталий,constant,adjective,A1
ціле,whole,noun,A1
голодомор,famine,noun,A1
перевищувати,surpass,verb,A1
передати,broadcast,verb,A1
прагнення,aspiration,noun,A1
ворог,enemy,noun,A1
ліквідація,liquidation,noun,A1
оборона,protection,noun,A1
справедливість,justice,noun,A1
звільнення,emancipation,noun,A1
поет,poet,noun,A1
відомство,department,noun,A1
потужність,power,noun,A1
морський,marine,adjective,A1
очолювати,head,verb,A1
сценарій,scenario,noun,A1
автомобіль,car,noun,A1
дивно,surprisingly,adverb,A1
дозвіл,leave,noun,A1
експертиза,expert,noun,A1
православний,orthodox,adjective,A1
знаходитися,passive,verb,A1
людство,humanity,noun,A1
релігійний,religious,adjective,A1
володіти,own,verb,A1
дійсно,actually,adverb,A1
доктор,leech,noun,A1
конкуренція,competition,noun,A1
настільки,as,adverb,A1
перебування,stay,noun,A1
стіна,wall,noun,A1
гуманітарний,humane,adjective,A1
місія,quest,noun,A1
обладнання,hardware,noun,A1
обладнання,verbal,noun,A1
поступово,gradually,adverb,A1
табір,camp,noun,A1
чий,whose,pronoun,A1
використовуватися,passive,verb,A1
прихильник,supporter,noun,A1
сторінка,page,noun,A1
членство,membership,noun,A1
рекомендація,reference,noun,A1
спеціаліст,specialist,noun,A1
сприймати,perceive,verb,A1
технологічний,technological,adjective,A1
актор,actor,noun,A1
виступити,to,verb,A1
комерційний,commercial,adjective,A1
обирати,to,verb,A1
паливо,fuel,noun,A1
федерація,federation,noun,A1
аргумент,argument,noun,A1
душа,spirit,noun,A1
житловий,residential,adjective,A1
надалі,further,adverb,A1
обрати,to,verb,A1
реєстрація,registration,noun,A1
актив,asset,noun,A1
гасло,password,noun,A1
метр,metre,noun,A1
режисер,director,noun,A1
забути,forget,verb,A1
посилення,gain,noun,A1
урядовий,governmental,adjective,A1
судити,to,verb,A1
вистава,show,noun,A1
хвилина,minute,noun,A1
Юлія,julia,noun,A1
бог,god,noun,A1
виклик,challenge,noun,A1
повідомлення,report,noun,A1
відповідність,correspondence,noun,A1
представляти,introduce,verb,A1
прямо,right,adverb,A1
інтерв'ю,interview,noun,A1
успішно,fortunately,adverb,A1
аналогічний,analogous,adjective,A1
гарний,handsome,adjective,A1
дім,building,noun,A1
ступінь,degree,noun,A1
здобути,acquire,verb,A1
реклама,advertisement,noun,A1
далекий,remote,adjective,A1
дотримуватися,follow,verb,A1
оцінювати,appreciate,verb,A1
поганий,bad,adjective,A1
уявити,fancy,verb,A1
форум,forum,noun,A1
підрозділ,division,noun,A1
правосуддя,justice,noun,A1
складно,complicatedly,adverb,A1
четвертий,fourth,adjective,A1
відчуття,sense,noun,A1
номер,number,noun,A1
оголосити,announce,verb,A1
пояснювати,explain,verb,A1
сесія,session,noun,A1
гадати,to,verb,A1
поточний,current,adjective,A1
стиль,stylus,noun,A1
туди,thither,adverb,A1
киянин,kyivan,noun,A2
розвинений,developed,adjective,A2
сьогоднішній,today,adjective,A2
набути,acquire,verb,A2
нормативний,normative,adjective,A2
проголосувати,vote,verb,A2
відзначити,distinguish,verb,A2
відповідальний,responsible,adjective,A2
прогноз,forecast,noun,A2
чому,why,adverb,A2
втрачати,lose,verb,A2
збройний,armed,adjective,A2
маса,mass,noun,A2
скарга,complaint,noun,A2
багатий,abundant,adjective,A2
зрозумілий,comprehensible,adjective,A2
вчений,learned,adjective,A2
організм,organism,noun,A2
різноманітний,diverse,adjective,A2
глибокий,deep,adjective,A2
об'єктивний,objective,adjective,A2
доказ,proof,noun,A2
завершення,ending,noun,A2
козак,cossack,noun,A2
чистий,clean,adjective,A2
важкий,hard,adjective,A2
